session_id,lat,lon,timestamp
101,28.6144034820177,77.20777097627516,2025-09-04T10:02:11
101,28.6151229066137,77.20579185673276,2025-09-04T10:06:23
101,28.614948514725295,77.20392481569871,2025-09-04T10:08:31
101,28.615534146632243,77.20431200204834,2025-09-04T10:09:34
101,28.61449922046068,77.20469257997728,2025-09-04T10:11:40
101,28.612959316406943,77.20601935803893,2025-09-04T10:15:12
101,28.613661130448204,77.20741666794375,2025-09-04T10:16:40
101,28.613858506664076,77.20725258207425,2025-09-04T10:20:41
101,28.614711052993155,77.20761923063586,2025-09-04T10:24:25
101,28.616608141531035,77.20835379748107,2025-09-04T10:25:52
101,28.614700733467032,77.2083853140046,2025-09-04T10:29:59
101,28.613959228046486,77.2085707772839,2025-09-04T10:32:08
101,28.615567312652946,77.20729921539755,2025-09-04T10:36:38
101,28.61424867693634,77.20785347081768,2025-09-04T10:41:07
101,28.613625064210158,77.20660034797515,2025-09-04T10:43:06
101,28.614332566214244,77.20834117601332,2025-09-04T10:44:51
101,28.61266689668875,77.20753590152223,2025-09-04T10:47:35
101,28.61104674854723,77.20808299496954,2025-09-04T10:50:07
101,28.610562688245626,77.20964246493283,2025-09-04T10:54:23
101,28.61081124100477,77.20922940734592,2025-09-04T10:58:39
101,28.611791014298618,77.20744069650976,2025-09-04T10:59:55
101,28.612637336327992,77.20818258185838,2025-09-04T11:04:30
101,28.61209110950437,77.20729377117257,2025-09-04T11:08:08
101,28.611528206336004,77.20748158829545,2025-09-04T11:10:07
101,28.61310219776363,77.20840832155434,2025-09-04T11:11:49
101,28.611556269030842,77.20908598656376,2025-09-04T11:15:58
101,28.613432467291222,77.20953727520822,2025-09-04T11:19:11
101,28.613315055069922,77.20996716224157,2025-09-04T11:20:21
101,28.614145213895142,77.20949028170195,2025-09-04T11:22:59
101,28.615914278683547,77.21003850386977,2025-09-04T11:27:25
102,28.61296036079299,77.20730311913962,2025-09-04T10:01:39
102,28.613700241675797,77.20731344322044,2025-09-04T10:05:18
102,28.613813863729913,77.2054694525335,2025-09-04T10:06:46
102,28.612718846204874,77.2050476290174,2025-09-04T10:08:34
102,28.611622387941697,77.20346799276349,2025-09-04T10:11:39
102,28.612256982482904,77.2029433588177,2025-09-04T10:13:19
102,28.6135224294191,77.20117095737459,2025-09-04T10:15:58
102,28.615013940000363,77.20162511382506,2025-09-04T10:20:20
102,28.615477786430382,77.203320179169,2025-09-04T10:25:01
102,28.61601811648633,77.20325376145097,2025-09-04T10:28:13
102,28.615791810099456,77.20505738417633,2025-09-04T10:31:41
102,28.614439845882195,77.20536909522302,2025-09-04T10:33:55
102,28.615257998999134,77.20546322455108,2025-09-04T10:35:51
102,28.61394880016253,77.20616654477644,2025-09-04T10:39:02
102,28.615287345531893,77.2053688194712,2025-09-04T10:40:38
102,28.615759225075756,77.20457791401522,2025-09-04T10:42:20
